번호,교육명,clean_sentence,okt,mecab
3543291,2019년 독립영화공공상영회 <시인의 사랑>,  독립영화공공상영회  시인의 사랑 ,"['독립영화', '상영', '회', '시인', '사랑']","['독립영화', '공공', '영회', '시인', '사랑']"
3535525,홈카페 - 라떼아트 (조기마감),홈카페   라떼아트  ,"['홈', '카페', '라떼아트']","['홈', '카페', '라떼', '아트']"
3568227,경력인턴 교육 과정 설명회,경력인턴 교육 과정 설명회,"['경력', '인턴', '교육', '과정', '설명', '회']","['경력', '인턴', '교육', '과정', '설', '명회']"
3516065,길 위의 인문학 역사트레킹,길 위의 인문학 역사트레킹,"['길', '위', '인문학', '역사', '트레킹']","['길', '위', '인문학', '역사', '트레', '킹']"
3513499,[3.18] 무료 독립영화 : 시인의 사랑,    무료 독립영화   시인의 사랑,"['무료', '독립영화', '시인', '사랑']","['무료', '독립영화', '시인', '사랑']"
3400938,직접 만드는 마이클잭슨 춤추는 오토봇,직접 만드는 마이클잭슨 춤추는 오토봇,"['직접', '마이클잭슨', '오토봇']","['마이클잭슨', '오토봇']"
3498996,코끼리작업실 브라운 백 미팅_두 번째 시간,코끼리작업실 브라운 백 미팅 두 번째 시간,"['코끼리', '작업실', '브라운', '백', '미팅', '두', '시간']","['코끼리', '작업실', '브라운', '백', '미팅', '번', '시간']"
3478910,음양오행과 사주 인문학 (사주명리),음양오행과 사주 인문학  ,"['음양오행', '사주', '인문학']","['음양오행', '사주', '인문학']"
3478801,커피와 함께하는 우아한 오후(핸드드립),커피와 함께하는 우아한 오후 ,"['커피', '오후']","['커피', '오후']"
3495898,"<속닥속닥 세미나 2>  트레일(Trail), 두 발로 사유하기", 속닥속닥 세미나 2   트레일 Trail   두 발로 사유하기,"['세미나', '트레일', '두', '발', '사유']","['세미나', '트레일', '발', '사유']"
3480505,나를 행복하게 하는 풍선아트 테라피,나를 행복하게 하는 풍선아트 테라피,"['풍선', '아트', '테라', '피']","['나', '행복', '풍선', '아트', '테라', '피']"
3480411,와인과 함께하는 아름다운 인생 (와인테이스팅),와인과 함께하는 아름다운 인생  ,"['와인', '인생']","['와인', '인생']"
3480138,누구나 배울 수 있는 서양화(유화) 과정,누구나 배울 수 있는 서양화  과정,"['누구', '수', '서양화', '과정']","['누구', '수', '서양', '과정']"
3327948,[SNS학교] 내 스마트폰 최적화 하기, SNS학교  내 스마트폰 최적화 하기,"['학교', '내', '스마트폰', '최적화']","['학교', '내', '스마트폰', '최적화']"
3476767,소상공인을 위한 스마트폰 활용법,소상공인을 위한 스마트폰 활용법,"['상공', '위', '스마트폰', '활용', '법']","['소상', '공인', '스마트폰', '활용', '법']"
3476024,꽃으로 피어나는 우리,꽃으로 피어나는 우리,"['꽃', '우리']","['꽃', '우리']"
3447834,신문 사설ㆍ칼럼으로 배우는 글쓰기,신문 사설 칼럼으로 배우는 글쓰기,"['신문', '사설', '칼럼', '글쓰기']","['신문', '사설', '칼럼', '글쓰기']"
3447452,100세 시대 든든한 운동보험 복합운동 밸런스워킹PT, 세 시대 든든한 운동보험 복합운동 밸런스워킹PT,"['세', '시대', '운동', '보험', '복합', '운동', '밸런스', '워킹']","['시대', '운동', '보험', '복합', '운동', '밸런스', '워킹']"
3447354,발표불안 극복하고 명강사 되기,발표불안 극복하고 명강사 되기,"['발표', '불안', '극복', '명', '강사']","['발표', '불안', '극복', '강사']"
3476886,간편하게 할 수 있는 나의 노후설계,간편하게 할 수 있는 나의 노후설계,"['수', '나', '노후', '설계']","['수', '나', '노후', '설계']"
3476091,나이? 시크씨 되다.,나이  시크씨 되다 ,"['나이', '시크']","['나이', '시크', '씨']"
3476817,"천자문으로 중국고전, 역사 이해하기",천자문으로 중국고전  역사 이해하기,"['천자문', '중국', '고전', '역사', '이해']","['천자문', '중국', '고전', '역사', '이해']"
3476406,은퇴 후 노년의 참된 행복,은퇴 후 노년의 참된 행복,"['은퇴', '후', '노년', '행복']","['은퇴', '후', '노년', '참', '행복']"
3466822,커뮤니티 서로모임,커뮤니티 서로모임,"['커뮤니티', '서로', '모임']","['커뮤니티', '모임']"
3458440,"나마스떼 인도, 시간을 여행하다",나마스떼 인도  시간을 여행하다,"['나마스떼', '인도', '시간', '여행']","['나', '마스', '떼', '인도', '시간', '여행']"
3447020,사진 포토샵,사진 포토샵,"['사진', '포토샵']","['사진', '포토샵']"
3347618,<마을장인에게 배우는 옷수선 A to Z> - 바지편, 마을장인에게 배우는 옷수선 A to Z    바지편,"['마을', '장인', '옷', '수선', '바지', '편']","['마을', '장인', '옷', '수선', '바지', '편']"
3225582,50+북클럽 6기: 고전읽기,  북클럽    고전읽기,"['북', '클럽', '고전']","['북', '클럽', '고전']"
3351096,단소와 대금 과정 1차,단소와 대금 과정  ,"['단소', '대금', '과정']","['단소', '대금', '과정']"
3350868,통기타 과정 1차,통기타 과정  ,"['통기타', '과정']","['통기타', '과정']"
3350572,아코디언 과정 1차,아코디언 과정  ,"['아코디언', '과정']","['아코디언', '과정']"
3296719,"16주, 책쓰는 목요일",16주  책쓰는  ,"['주', '책']","['주', '책']"
3348362,우쿨렐레 과정 1차,우쿨렐레 과정  ,"['우쿨렐레', '과정']","['우쿨렐레', '과정']"
3274275,여행비즈니스 기획자 3기,여행비즈니스 기획자  ,"['여행', '비즈니스', '기획']","['여행', '비즈니스', '기획']"
3255638,은평하루여행2: 이웃마을 여행2 [6.19],은평하루여행2  이웃마을 여행2    ,"['은평', '하루', '여행', '이웃', '마을', '여행']","['은평', '하루', '여행', '이웃', '마을', '여행']"
3255535,은평하루여행2: 은평 큰 숲 여행 [6.5],은평하루여행2  은평 큰 숲 여행    ,"['은평', '하루', '여행', '은평', '숲', '여행']","['은평', '하루', '여행', '은평', '숲', '여행']"
3255511,은평하루여행2: 길 위의 인문학 [5.22],은평하루여행2  길 위의 인문학    ,"['은평', '하루', '여행', '길', '위', '인문학']","['은평', '하루', '여행', '길', '위', '인문학']"
3255479,은평하루여행2: 숨은 은평 찾기 [5.8],은평하루여행2  숨은 은평 찾기    ,"['은평', '하루', '여행', '은평', '찾기']","['은평', '하루', '여행', '숨', '은평', '찾기']"
3255450,은평하루여행2: 봄봄봄 벚꽃여행 [4.17],은평하루여행2  봄봄봄 벚꽃여행    ,"['은평', '하루', '여행', '봄봄봄', '벚꽃', '여행']","['은평', '하루', '여행', '봄봄', '봄', '벚꽃', '여행']"
3255413,은평하루여행2: 이웃마을 여행1 [4.3],은평하루여행2  이웃마을 여행1    ,"['은평', '하루', '여행', '이웃', '마을', '여행']","['은평', '하루', '여행', '이웃', '마을', '여행']"
3255397,은평하루여행2: 걷기여행의 모든 것 [3.20],은평하루여행2  걷기여행의 모든 것    ,"['은평', '하루', '여행', '걷기', '여행', '모든', '것']","['은평', '하루', '여행', '여행', '것']"
3255352,은평하루여행2: 은평하루여행 몸풀기 [3.6],은평하루여행2  은평하루여행 몸풀기    ,"['은평', '하루', '여행', '은평', '하루', '여행', '몸', '풀기']","['은평', '하루', '여행', '은평', '하루', '여행', '몸풀기']"
3229450,의사가 알려주는 ‘건강한 몸과 마음’,의사가 알려주는  건강한 몸과 마음 ,"['의사', '몸', '마음']","['의사', '건강', '몸', '마음']"
3217789,해금교실(초급반),해금교실 ,"['해금', '교실']","['해금', '교실']"
3210458,50+앙코르커리어특강,  앙코르커리어특강,"['앙코르', '커리어', '특강']","['앙코르', '커리어', '특강']"
3207906,창업특강 : 게임으로 즐기는 창업 위기관리,창업특강   게임으로 즐기는 창업 위기관리,"['창업', '특강', '게임', '창업', '위기', '관리']","['창업', '특강', '게임', '창업', '위기관리']"
3196521,사회적기업 창업 5기 : 사회적기업가 육성,사회적기업 창업     사회적기업가 육성,"['사회', '기업', '창업', '사회', '기업가', '육성']","['사회', '기업', '창업', '사회', '기업가', '육성']"
3194791,1인창직 4기 : 프리랜서 시작하기,1인창직     프리랜서 시작하기,"['인창직', '프리랜서', '시작']","['인창', '직', '프리랜서', '시작']"
3188336,"한국 소리의 멋, 대금교실",한국 소리의 멋  대금교실,"['한국', '소리', '멋', '대금', '교실']","['한국', '소리', '멋', '대금', '교실']"
3187190,50+꿈꾸는 합창교실,  꿈꾸는 합창교실,"['합창', '교실']","['합창', '교실']"
3187141,사회공헌 클래식기타 연주과정,사회공헌 클래식기타 연주과정,"['사회', '공헌', '클래식기타', '연주', '과정']","['사회', '공헌', '클래식', '기타', '연주', '과정']"
3187116,홈 바리스타 과정,홈 바리스타 과정,"['홈', '바리스타', '과정']","['홈', '바리스타', '과정']"
3187087,정리수납 활동가 과정,정리수납 활동가 과정,"['정리', '수납', '활동가', '과정']","['정리', '수납', '활동가', '과정']"
3134209,몸으로 표현하는 나의 언어 : 탄츠테아터,몸으로 표현하는 나의 언어   탄츠테아터,"['몸', '표현', '나', '언어', '탄츠테아터']","['몸', '표현', '나', '언어', '탄츠', '테']"
3393335,<50+당사자 교육콘텐츠>도전!50+유튜브 크리에이터,   당사자 교육콘텐츠 도전   유튜브 크리에이터,"['당사자', '교육', '콘텐츠', '도전', '유튜브', '크리에이터']","['당사자', '교육', '콘텐츠', '유튜브', '크리에이터']"
3392605,<50+당사자 교육 콘텐츠> 생각 정리 기술  - 심플하게 생각하고! 명쾌하게 정리하라!,   당사자 교육 콘텐츠  생각 정리 기술    심플하게 생각하고  명쾌하게 정리하라 ,"['당사자', '교육', '콘텐츠', '생각', '정리', '기술', '심플', '생각', '정리', '하라']","['당사자', '교육', '콘텐츠', '생각', '정리', '기술', '심플', '생각', '정리']"
3391124,<50+당사자 교육 콘텐츠>  50 + 사회적 기업가 되기,   당사자 교육 콘텐츠       사회적 기업가 되기,"['당사자', '교육', '콘텐츠', '사회', '기업가']","['당사자', '교육', '콘텐츠', '사회', '기업가']"
3389637,<50+여성 몸 탐구 모임- 토요반>할 말 많은 땐~스 교실,   여성 몸 탐구 모임  토요반 할 말 많은 땐 스 교실,"['여성', '몸', '탐구', '모임', '토', '반', '말', '땐', '스', '교실']","['여성', '몸', '탐구', '모임', '토요', '반', '말', '땐', '교실']"
3388027,<50+남성을 위한 요리교실>쉽게 만드는 건강한 한 끼,   남성을 위한 요리교실 쉽게 만드는 건강한 한 끼,"['남성', '위', '요리', '교실', '끼']","['남성', '요리', '교실', '건강', '끼']"
3382346,<공동체 라디오> DO두DO두~, 공동체 라디오  DO두DO두 ,"['공동체', '라디오', '두', '두']","['공동체', '라디오']"
3381589,<서대문50+수어학교-기초과정>손으로 만나는 따뜻한 세상, 서대문  수어학교 기초과정 손으로 만나는 따뜻한 세상,"['서대문', '수어', '학교', '기초', '과정', '손', '세상']","['서대문', '수어', '학교', '기초', '과정', '손', '세상']"
3380963,<이미애 작가와 함께>쓰고 그리며 나만의 그림책 만들기, 이미애 작가와 함께 쓰고 그리며 나만의 그림책 만들기,"['이미애', '작가', '나', '그림책', '만들기']","['이미애', '작가', '나', '그림책']"
3380205,<몸?춤?놀이학교-저녁반> 소매틱으로 유쾌한 '쉼표' 만들기, 몸 춤 놀이학교 저녁반  소매틱으로 유쾌한  쉼표  만들기,"['몸', '춤', '놀이', '학교', '저녁', '반', '소매', '쉼표', '만들기']","['몸', '춤', '놀이', '학교', '저녁', '반', '소매', '쉼표']"
3379877,<몸?춤?놀이학교>50+유쾌한 소마 댄서스, 몸 춤 놀이학교   유쾌한 소마 댄서스,"['몸', '춤', '놀이', '학교', '소마', '댄서', '스']","['몸', '춤', '놀이', '학교', '소마', '댄서']"
3379022,<50+연극교실> 우리가 만드는 인생극장,   연극교실  우리가 만드는 인생극장,"['연극', '교실', '우리', '인생', '극장']","['연극', '교실', '우리', '인생극장']"
3377574,<정연석 작가와 함께> 도시 이야기를 담은 펜드로잉, 정연석 작가와 함께  도시 이야기를 담은 펜드로잉,"['정', '연석', '작가', '도시', '이야기', '펜', '드로잉']","['정연석', '작가', '도시', '이야기', '펜', '드로잉']"
3348738,전통요리 지도자 과정,전통요리 지도자 과정,"['전통', '요리', '지도자', '과정']","['전통', '요리', '지도자', '과정']"
3348667,<50+ 원예 활동가 양성과정> 그린코디네이터 되기-학교 텃밭과 원예교육,    원예 활동가 양성과정  그린코디네이터 되기 학교 텃밭과 원예교육,"['원예', '활동가', '양성', '과정', '그린', '코', '디네', '터', '학교', '텃밭', '원예', '교육']","['원예', '활동가', '양성', '과정', '코디네이터', '학교', '텃밭', '원예', '교육']"
3348551,<핸드메이드 디자이너 되기> 소잉으로 열어가는 인생 2막-업사이클링 바느질, 핸드메이드 디자이너 되기  소잉으로 열어가는 인생 2막 업사이클링 바느질,"['핸드', '메이드', '디자이너', '소잉', '인생', '막', '업', '사이클링', '바느질']","['핸드', '메이드', '디자이너', '잉', '인생', '막', '사이클링', '바느질']"
3348427,시니어 건강(요리)지도사 과정,시니어 건강 지도사 과정,"['시니어', '건강', '지도사', '과정']","['시니어', '건강', '사', '과정']"
3348177,<50+스스로 건강 학교>속 편한 자연치유 건강법 - 뱃속?몸속?마음속 챙기기,   스스로 건강 학교 속 편한 자연치유 건강법   뱃속 몸속 마음속 챙기기,"['스스로', '건강', '학교', '속', '자연', '치유', '건강', '법', '뱃속', '몸속', '마음속']","['건강', '학교', '속', '자연', '치유', '건강법', '뱃속', '몸속', '마음속']"
3348042,<50+ 몸펴기 생활실천 운동-3~5월> 몸매화 - '몸'의 '매듭'을 푸는 '화요일' 저녁,    몸펴기 생활실천 운동 3    몸매화    몸 의  매듭 을 푸는     저녁,"['몸', '생활', '실천', '운동', '몸매', '몸', '의', '매듭', '저녁']","['몸', '생활', '실천', '운동', '몸매', '몸', '매듭', '저녁']"
3347927,<50+인권 강사 양성 - 심화 과정> 노년의 삶과 인권,   인권 강사 양성   심화 과정  노년의 삶과 인권,"['인권', '강사', '양성', '심화', '과정', '노년', '삶', '인권']","['인권', '강사', '양성', '심화', '과정', '노년', '삶', '인권']"
3286417,창업 정책 원 포인트 설명회,창업 정책 원 포인트 설명회,"['창업', '정책', '원', '포인트', '설명', '회']","['창업', '정책', '원', '포인트', '설', '명회']"
3286239,인생 이모작 실전(2차),인생 이모작 실전   ,"['인생', '이모작', '실전']","['인생', '모작', '실전']"
3280579,커뮤니티케어 플래너 양성,커뮤니티케어 플래너 양성,"['커뮤니티', '케어', '너', '양성']","['커뮤니티', '케어', '플래너', '양성']"
3278925,50+인생학교(심화),  인생학교 ,"['인생', '학교']","['인생', '학교']"
3278597,사람책 영상 제작: 퍼블릭 액세스(Public Access) 도전,사람책 영상 제작  퍼블릭 액세스 Public Access  도전,"['사람', '책', '영상', '제작', '퍼블릭', '액세스', '도전']","['사람', '책', '영상', '제작', '퍼블릭', '액세스', '도전']"
3277964,[기획특강3] 블록체인과 4차산업혁명의 융합, 기획특강3  블록체인과  산업혁명의 융합,"['기획', '특강', '블록', '체인', '산업혁명', '융합']","['기획', '특강', '블록체인', '산업', '혁명', '융합']"
3277919,[기획특강2] 다름을 이해하는 법 '젠더감수성', 기획특강2  다름을 이해하는 법  젠더감수성 ,"['기획', '특강', '이해', '법', '젠더', '감수성']","['기획', '특강', '이해', '법', '젠더', '감수성']"
3277790,[기획특강1] 공유경제와 기업가 정신, 기획특강1  공유경제와 기업가 정신,"['기획', '특강', '공유경제', '기업가', '정신']","['기획', '특강', '공유', '경제', '기업가', '정신']"
3277319,대한법률구조공단 서울중앙지부와 함께하는 생활법률 분쟁 예방(사례위주),대한법률구조공단 서울중앙지부와 함께하는 생활법률 분쟁 예방 ,"['법률', '공단', '중앙', '부와', '생활법률', '분쟁', '예방']","['법률', '구조', '공단', '서울', '중앙', '지부', '생활', '법률', '분쟁', '예방']"
3276664,창업입문: 게임으로 즐기는 창업 준비,창업입문  게임으로 즐기는 창업 준비,"['창업', '입문', '게임', '창업', '준비']","['창업', '입문', '게임', '창업', '준비']"
3275575,커뮤니티 조직하기,커뮤니티 조직하기,"['커뮤니티', '조직']","['커뮤니티', '조직']"
3274762,생애설계 코치 3기,생애설계 코치  ,"['생애', '설계', '코치']","['생애', '설계', '코치']"
3269941,50+문화 기획자,  문화 기획자,"['문화', '기획']","['문화', '기획']"
3267956,50+의 시간: 공유경제 최전선에서 본 4차 산업혁명 [4.17],  의 시간  공유경제 최전선에서 본   산업혁명    ,"['의', '시간', '공유경제', '최전선', '산업혁명']","['의', '시간', '공유', '경제', '최전선', '산업', '혁명']"
3267918,50+의 시간: 4차 산업혁명 '가치 있게' 활용하기  [3.27],  의 시간    산업혁명  가치 있게  활용하기     ,"['의', '시간', '산업혁명', '가치', '활용']","['의', '시간', '산업', '혁명', '가치', '활용']"
3267644,50+의 시간: 50+세대라서 더 중요한 4차 산업혁명 [3.14],  의 시간    세대라서 더 중요한   산업혁명    ,"['의', '시간', '세대', '더', '산업혁명']","['의', '시간', '세대', '중요', '산업', '혁명']"
3265165,평화답사 기획자,평화답사 기획자,"['평화', '답사', '기획']","['평화', '답사', '기획']"
3263735,"취농, 반농반일 도시농부 체험",취농  반농반일 도시농부 체험,"['취농', '반농', '반일', '도시', '농부', '체험']","['취', '농', '반농', '반일', '도시', '농부', '체험']"
3263280,50+방송활동가,  방송활동가,"['방송', '활동가']","['방송', '활동가']"
3262502,남성돌봄 전문가 입문 3기(남성케어기버),남성돌봄 전문가 입문   ,"['남성', '전문가', '입문']","['남성', '전문가', '입문']"
3262410,"시니어생활지원코디네이터 3기(주거,요양,용품)",시니어생활지원코디네이터   주거 요양 용품 ,"['시니어', '생활', '원코', '디네', '터', '주거', '요양', '용품']","['시니어', '생활', '지원', '코디네이터', '주거', '요양', '용품']"
3261941,‘서울형 봉사학습 실천학교‘ 멘토 양성, 서울형 봉사학습 실천학교  멘토 양성,"['서울', '봉사', '학습', '실천', '학교', '멘토', '양성']","['서울', '봉사', '학습', '실천', '학교', '멘토', '양성']"
3255703,은평하루여행2: 은평하루여행 쫑파티 [7.17],은평하루여행2  은평하루여행 쫑파티    ,"['은평', '하루', '여행', '은평', '하루', '여행', '쫑', '파티']","['은평', '하루', '여행', '은평', '하루', '여행', '쫑파티']"
3255677,은평하루여행2: 은평 야행 [7.3],은평하루여행2  은평 야행    ,"['은평', '하루', '여행', '은평', '야행']","['은평', '하루', '여행', '은평', '야행']"
3254655,"50+사람책 도서관: 경력단절 여성, 전문강사에 도전하다 [6.21]",  사람책 도서관  경력단절 여성  전문강사에 도전하다    ,"['사람', '책', '도서관', '경력', '단절', '여성', '강사', '도전']","['사람', '책', '도서관', '경력', '단절', '여성', '전문', '강사', '도전']"
3254443,50+사람책 도서관: 반려동물 사랑에서 창업으로 [6.7],  사람책 도서관  반려동물 사랑에서 창업으로    ,"['사람', '책', '도서관', '반려동물', '사랑', '창업']","['사람', '책', '도서관', '반려', '동물', '사랑', '창업']"
3254378,50+사람책 도서관: 모델 겸 연기자로 거듭나기까지 [5.24],  사람책 도서관  모델 겸 연기자로 거듭나기까지    ,"['사람', '책', '도서관', '모델', '겸', '연기자', '거듭', '나기']","['사람', '책', '도서관', '모델', '겸', '연기자']"
3254296,50+사람책 도서관: 퇴직 후 알아야 할 모든 것 [5.10],  사람책 도서관  퇴직 후 알아야 할 모든 것    ,"['사람', '책', '도서관', '퇴직', '후', '모든', '것']","['사람', '책', '도서관', '퇴직', '후', '것']"
3254248,50+사람책 도서관: 자격증으로 전직하기 노하우 [4.26],  사람책 도서관  자격증으로 전직하기 노하우    ,"['사람', '책', '도서관', '자격증', '전직', '노하우']","['사람', '책', '도서관', '자격증', '전직', '노하우']"
3254191,"50+사람책 도서관: 협동조합 창업, 재미납니다 [4.12]",  사람책 도서관  협동조합 창업  재미납니다    ,"['사람', '책', '도서관', '협동조합', '창업', '재미']","['사람', '책', '도서관', '협동조합', '창업', '재미']"
3254098,50+사람책 도서관: 당신도 쓸 수 있는 여행 책 [3.29],  사람책 도서관  당신도 쓸 수 있는 여행 책    ,"['사람', '책', '도서관', '당신', '수', '여행', '책']","['사람', '책', '도서관', '당신', '수', '여행', '책']"
3254044,50+사람책 도서관: 해외 봉사 현장 리얼 르포 [3.15],  사람책 도서관  해외 봉사 현장 리얼 르포    ,"['사람', '책', '도서관', '해외', '봉사', '현장', '리얼', '르포']","['사람', '책', '도서관', '해외', '봉사', '현장', '리얼', '르포']"
3249642,체험활동기획자 트립호스트 양성과정,체험활동기획자 트립호스트 양성과정,"['체험', '활동', '기획', '트립', '호스트', '양성', '과정']","['체험', '활동', '기획', '트립', '호스트', '양성', '과정']"
3249514,착한사진가되기 4기,착한사진가되기  ,['사진가'],['사진가']
3249419,하우스막걸리 창업과정(기초),하우스막걸리 창업과정 ,"['하우스', '막걸리', '창업', '과정']","['하우스', '막걸리', '창업', '과정']"
3249318,50+모델반(심화) 1기,  모델반   ,"['모델', '반']","['모델', '반']"
3249230,50+모델반(기초) 3기,  모델반   ,"['모델', '반']","['모델', '반']"
3249107,자유기고가 양성과정 3기,자유기고가 양성과정  ,"['자유', '기고가', '양성', '과정']","['자유', '기고', '양성', '과정']"
3249048,50+전문강사 양성과정 7기,  전문강사 양성과정  ,"['전문', '강사', '양성', '과정']","['전문', '강사', '양성', '과정']"
3248979,반려동물관리사?펫시터 도전하기 4기,반려동물관리사 펫시터 도전하기  ,"['반려동물', '관리사', '펫시터', '도전']","['반려', '동물', '관리사', '펫', '시터', '도전']"
3248925,산림에서 찾는 미래,산림에서 찾는 미래,"['산림', '미래']","['산림', '미래']"
3248864,태양광 발전과 50+세대의 가능성,태양광 발전과   세대의 가능성,"['태양광', '발전', '세대', '가능성']","['태양광', '발전', '세대', '가능']"
3248761,실버체조지도사 양성과정,실버체조지도사 양성과정,"['실버', '체조', '지도사', '양성', '과정']","['실버', '체', '조지', '도사', '양성', '과정']"
3247017,노인교구지도사 양성과정,노인교구지도사 양성과정,"['노인', '교구', '지도사', '양성', '과정']","['노인', '교구', '지도', '사', '양성', '과정']"
3246484,나만의 아이디어로 창업 첫걸음 내딛기,나만의 아이디어로 창업 첫걸음 내딛기,"['나', '아이디어', '창업', '첫걸음']","['나', '아이디어', '창업', '걸음']"
3246124,스마트폰으로 3분 영화 만들기,스마트폰으로 3분 영화 만들기,"['스마트폰', '영화', '만들기']","['스마트폰', '분', '영화']"
3245492,아무도 알려주지 않은 스마트폰 활용의 모든 것 3기,아무도 알려주지 않은 스마트폰 활용의 모든 것  ,"['아무', '스마트폰', '활용', '모든', '것']","['아무', '스마트폰', '활용', '것']"
3244135,사물인터넷 전문가 과정,사물인터넷 전문가 과정,"['사물인터넷', '전문가', '과정']","['사물', '인터넷', '전문가', '과정']"
3243917,디지털 미디어 크리에이터 2기,디지털 미디어 크리에이터  ,"['디지털', '미디어', '크리에이터']","['디지털', '미디어', '크리에이터']"
3243710,50+도시민박창업 길라잡이 6기,  도시민박창업 길라잡이  ,"['도시', '민박', '창업', '길라잡이']","['도시민', '박창업', '길라잡이']"
3242663,자전거정비사 과정 3기,자전거정비사 과정  ,"['자전거', '정비사', '과정']","['자전거', '정비사', '과정']"
3241790,세종문화회관과 함께하는 합창교실(야간),세종문화회관과 함께하는 합창교실 ,"['세종', '문화', '회관', '합창', '교실']","['세종문화회관', '합창', '교실']"
3241744,남자의 부엌 : 약선요리 한상,남자의 부엌   약선요리 한상,"['남자', '부엌', '약선', '요리', '상']","['남자', '부엌', '약선', '요리', '한상']"
3241716,남자의 부엌(특강) : 남자의 브런치,남자의 부엌    남자의 브런치,"['남자', '부엌', '남자', '브런치']","['남자', '부엌', '남자', '브런치']"
3240438,3D프린팅 메이커스 과정,3D프린팅 메이커스 과정,"['프린팅', '메이커', '스', '과정']","['프린팅', '메이커스', '과정']"
3239852,생활목공교실 : 스툴과 서랍장,생활목공교실   스툴과 서랍장,"['생활', '목공', '교실', '스툴', '서랍']","['생활', '목공', '교실', '스툴', '서랍장']"
3187213,50+득근득근,  득근득근,"['득', '득']","['근', '근']"
3239693,"IT역량강화 : OA(한글,PPT,엑셀)기초",IT역량강화   OA 한글 PPT 엑셀 기초,"['역량', '강화', '한글', '엑셀', '기초']","['역량', '강화', '한글', '엑셀', '기초']"
3237620,공동주택(아파트) 입주자 대표 도전하기 5기,공동주택  입주자 대표 도전하기  ,"['공동', '주택', '입', '주자', '대표', '도전']","['공동', '주택', '입주자', '대표', '도전']"
3237050,50+도시여행해설가 양성과정 6기,  도시여행해설가 양성과정  ,"['도시', '여행', '해설', '양성', '과정']","['도시', '여행', '설가', '양성', '과정']"
3236989,IT역량강화 : 한글 심화편 「기록집 제작」,IT역량강화   한글 심화편  기록집 제작 ,"['역량', '강화', '한글', '심화', '편', '기록', '집', '제작']","['역량', '강화', '글', '화편', '기록', '집', '제작']"
3236744,IT역량강화 : 파워포인트 심화편 「강의 교안 작성」,IT역량강화   파워포인트 심화편  강의 교안 작성 ,"['역량', '강화', '파워포인트', '심화', '편', '강의', '교안', '작성']","['역량', '강화', '파워', '포인트', '화편', '강의', '교안', '작성']"
3236634,IT역량강화 : 스마트폰 활용편 「SNS 활동」,IT역량강화   스마트폰 활용편  SNS 활동 ,"['역량', '강화', '스마트폰', '활용', '편', '활동']","['역량', '강화', '스마트폰', '활용', '편', '활동']"
3236106,딱 4주! 세계시민으로 해외에서 살아보기 5기(캄보디아 편),딱 4주  세계시민으로 해외에서 살아보기   캄보디아 편 ,"['주', '세계', '시민', '해외', '살', '보기', '캄보디아', '편']","['주', '세계', '시민', '해외', '캄보디아', '편']"
3235734,사회혁신퍼실리테이터 2기,사회혁신퍼실리테이터  ,"['사회', '혁신', '퍼실리테이터']","['사회', '혁신', '퍼', '실리', '테이터']"
3235561,비영리단체설립?활동 길라잡이 3기,비영리단체설립 활동 길라잡이  ,"['비영리단체', '설립', '활동', '길라잡이']","['영리', '단체', '설립', '활동', '길라잡이']"
3235281,사회혁신 활동 입문 : 사회문제해결 첫걸음,사회혁신 활동 입문   사회문제해결 첫걸음,"['사회', '혁신', '활동', '입문', '사회', '문제해결', '첫걸음']","['사회', '혁신', '활동', '입문', '사회', '문제', '해결', '걸음']"
3233688,대한법률구조공단 서울중앙지부와 함께하는 민사(가사)?당사자소송 대처,대한법률구조공단 서울중앙지부와 함께하는 민사  당사자소송 대처,"['법률', '공단', '중앙', '부와', '민사', '당사자소송', '대처']","['법률', '구조', '공단', '서울', '중앙', '지부', '민사', '당사자', '소송', '대처']"
3233590,한국주택금융공사와 함께하는 주택연금설계,한국주택금융공사와 함께하는 주택연금설계,"['한국', '주택', '금융', '공사', '주택연금', '설계']","['한국', '주택', '금융', '공사', '주택', '연금', '설계']"
3233445,(심화) 마케팅?공공시장전문가 양성과정,  마케팅 공공시장전문가 양성과정,"['마케팅', '시장', '전문가', '양성', '과정']","['마케팅', '공공', '시장', '전문가', '양성', '과정']"
3233016,(입문) 행정전문가 양성과정,  행정전문가 양성과정,"['행정', '전문가', '양성', '과정']","['행정', '전문가', '양성', '과정']"
3232894,여가 디자인 : 삶을 즐기는 시간,여가 디자인   삶을 즐기는 시간,"['여가', '디자인', '삶', '시간']","['여', '디자인', '삶', '시간']"
3229303,"50+전문가상담: [법률] 주택, 상가 임대차보호법",  전문가상담   법률  주택  상가 임대차보호법,"['전문가', '상담', '법률', '주택', '상가', '임대차보호법']","['전문가', '상담', '법률', '주택', '상가', '임대차', '보호법']"
3229239,50+전문가상담: [법률] 민사소송 대응전략,  전문가상담   법률  민사소송 대응전략,"['전문가', '상담', '법률', '민사소송', '대응', '전략']","['전문가', '상담', '법률', '민사', '소송', '대응', '전략']"
3229097,[60+준비 특강] 60+의 삶을 미리 만나는 방법, 60 준비 특강  60 의 삶을 미리 만나는 방법,"['준비', '특강', '의', '삶', '미리', '방법']","['준비', '특강', '삶', '방법']"
3228457,50+전문가상담: [법률] 상속과 증여,  전문가상담   법률  상속과 증여,"['전문가', '상담', '법률', '상속', '증여']","['전문가', '상담', '법률', '속', '증여']"
