번호,교육명,clean_sentence,okt,mecab
31622628,"[주거]초록쉼표, 식물과 함께하는 일상", 주거 초록쉼표  식물과 함께하는 일상,"['주거', '초록', '쉼표', '식물', '일상']","['주거', '초록', '쉼표', '식물', '일상']"
32138091,[맞춤형일자리]서류평가관 활동 설명회, 맞춤형일자리 서류평가관 활동 설명회,"['맞춤', '일자리', '서류', '평가', '관', '활동', '설명', '회']","['맞춤', '일자리', '서류', '평가', '관', '활동', '설', '명회']"
31623735,[건강]몸신의 허리통증 없애는 비결, 건강 몸신의 허리통증 없애는 비결,"['건강', '몸', '신의', '허리', '통증', '비결']","['건강', '몸신', '허리', '통증', '비결']"
31623329,[건강]국민연금공단 연계 '두근두근 뇌운동(치매의 이해와 예방)', 건강 국민연금공단 연계  두근두근 뇌운동 치매의 이해와 예방  ,"['건강', '국민연금', '공단', '계', '뇌', '운동', '치매', '이해', '예방']","['건강', '국민', '연금', '공단', '연계', '뇌', '운동', '치매', '이해', '예방']"
32130888,[일자리센터 연계]50+일자리 상담(6월), 일자리센터 연계   일자리 상담   ,"['일자리', '센터', '계', '일자리', '상담']","['일자리', '센터', '연계', '일자리', '상담']"
32172267,[국민연금공단 연계] 50+재무설계 상담(6월), 국민연금공단 연계    재무설계 상담   ,"['국민연금', '공단', '계', '재무', '설계', '상담']","['국민', '연금', '공단', '연계', '재무', '설계', '상담']"
31622843,[재무]시니어금융교육협의회 연계 '스마트폰 활용 디지털 금융교육', 재무 시니어금융교육협의회 연계  스마트폰 활용 디지털 금융교육 ,"['재무', '시니어', '금융', '교육', '협의', '회', '계', '스마트폰', '활용', '디지털', '금융', '교육']","['재무', '시니어', '금융', '교육', '협의회', '연계', '스마트폰', '활용', '디지털', '금융', '교육']"
32130034,[커리어개발]유튜브 편집_파워디렉터 마스터, 커리어개발 유튜브 편집 파워디렉터 마스터,"['커리어', '개발', '유튜브', '편집', '파워', '디렉터', '마스터']","['커리어', '개발', '유튜브', '편집', '파워', '디렉터', '마스터']"
31470282,도전배우교실-프로필제작,도전배우교실 프로필제작,"['도전', '배우', '교실', '프로필', '제작']","['도전', '배우', '교실', '프로필', '제작']"
31473067,희망선 걷기와 힐링 금요일,희망선 걷기와 힐링  ,"['희망', '선', '걷기', '힐링']","['희망', '선', '힐링']"
31171397,수익형 블로그-팬슈머 활동하기(3단계),수익형 블로그 팬슈머 활동하기   ,"['수익', '블로그', '팬슈머', '활동']","['수익', '블로그', '팬', '활동']"
31169119,목공체험지도사 도전하기,목공체험지도사 도전하기,"['목공', '체험', '지도사', '도전']","['목공', '체험', '지도', '사', '도전']"
32130111,[일자리센터 연계]50+일자리 상담(5월), 일자리센터 연계   일자리 상담   ,"['일자리', '센터', '계', '일자리', '상담']","['일자리', '센터', '연계', '일자리', '상담']"
32125462,[활동가양성]우리집 신박한 정리단 양성, 활동가양성 우리집 신박한 정리단 양성,"['활동가', '양성', '우리', '집', '박', '정리', '단', '양성']","['활동가', '양성', '우리', '집', '신박', '정리', '양성']"
31958702,[활동가 양성] 50+ 디지털 드로잉 & 굿즈상품 디자인, 활동가 양성     디지털 드로잉   굿즈상품 디자인,"['활동가', '양성', '디지털', '드로잉', '굿', '상품', '디자인']","['활동가', '양성', '디지털', '드로잉', '굿', '상품', '디자인']"
32133926,[창업아카데미]온라인 쇼핑몰 시작하기 2기, 창업아카데미 온라인 쇼핑몰 시작하기  ,"['창업', '아카데미', '온라인', '쇼핑몰', '시작']","['창업', '아카데미', '온라인', '쇼핑몰', '시작']"
32121340,[활동가양성]50+ 제페토 크리에이터 양성, 활동가양성    제페토 크리에이터 양성,"['활동가', '양성', '제페토', '크리에이터', '양성']","['활동가', '양성', '제페토', '크리에이터', '양성']"
32107367,[커리어개발]50+ 드론 비행과 코딩, 커리어개발    드론 비행과 코딩,"['커리어', '개발', '드론', '비행', '코딩']","['커리어', '개발', '드론', '비행', '코딩']"
31613294,[관계]인스타릴스 나를 마케팅하다, 관계 인스타릴스 나를 마케팅하다,"['관계', '인스타', '릴스', '마케팅']","['관계', '스타', '릴', '나', '마케팅']"
31613297,[주거]50+공동체주택 알아보기, 주거   공동체주택 알아보기,"['주거', '공동체', '주택']","['주거', '공동체', '주택']"
32132777,[커리어개발]스마트한 기초 PC 활용, 커리어개발 스마트한 기초 PC 활용,"['커리어', '개발', '스마트', '기초', '활용']","['커리어', '개발', '스마트', '기초', '활용']"
32170124,[국민연금공단 연계] 50+재무설계 상담(5월), 국민연금공단 연계    재무설계 상담   ,"['국민연금', '공단', '계', '재무', '설계', '상담']","['국민', '연금', '공단', '연계', '재무', '설계', '상담']"
31623148,[재무]국민연금공단 연계 '국민연금제도의 이해', 재무 국민연금공단 연계  국민연금제도의 이해 ,"['재무', '국민연금', '공단', '계', '국민연금', '제도', '이해']","['재무', '국민', '연금', '공단', '연계', '국민', '연금', '제도', '이해']"
31623444,[건강]국민연금공단 연계 '삶이 즐거워지는 근골격계 관리법', 건강 국민연금공단 연계  삶이 즐거워지는 근골격계 관리법 ,"['건강', '국민연금', '공단', '계', '삶', '골격계', '관리', '법']","['건강', '국민', '연금', '공단', '연계', '삶', '근', '골격계', '관리법']"
31959001,[맞춤형 일자리]50+ 병원동행 매니져 양성 2기, 맞춤형 일자리    병원동행 매니져 양성  ,"['맞춤', '일자리', '병원', '동행', '양성']","['맞춤', '일자리', '병원', '동행', '양성']"
31623844,[건강]전신운동 댄스스포츠(야간/2기), 건강 전신운동 댄스스포츠 야간   ,"['건강', '전신', '운동', '댄스', '스포츠', '야간']","['건강', '전신', '운동', '댄스스포츠', '야간']"
31624196,[건강]삶의 활력찾기! 라인댄스 시작하기(목요반/2기), 건강 삶의 활력찾기  라인댄스 시작하기 목요반   ,"['건강', '삶', '활', '찾기', '라인', '댄스', '시작', '목', '반']","['건강', '삶', '활력', '라인', '댄스', '시작', '목요', '반']"
32120796,[커리어개발]유튜브 크리에이터 양성_입문2기, 커리어개발 유튜브 크리에이터 양성 입문 ,"['커리어', '개발', '유튜브', '크리에이터', '양성', '입문']","['커리어', '개발', '유튜브', '크리에이터', '양성', '입문']"
31624478,[건강]삶의 활력찾기! 라인댄스 시작하기(화요반/2기), 건강 삶의 활력찾기  라인댄스 시작하기 화요반   ,"['건강', '삶', '활', '찾기', '라인', '댄스', '시작', '화요', '반']","['건강', '삶', '활력', '라인', '댄스', '시작', '화요', '반']"
31628433,[건강]강동구정신건강복지센터 연계 '정신과 전문의 한창우와 함께하는 중독의 이해와 극복', 건강 강동구정신건강복지센터 연계  정신과 전문의 한창우와 함께하는 중독의 이해와 극복 ,"['건강', '강동구', '정신건강', '복지', '센터', '계', '정신과', '전문의', '한창우', '중독', '이해', '극복']","['건강', '강동구', '정신', '건강', '복지', '센터', '연계', '정신', '전문', '중독', '이해', '극복']"
31624649,[건강]중년의 발레교실 '실버스완'(2기), 건강 중년의 발레교실  실버스완    ,"['건강', '중년', '발레', '교실', '실버', '스완']","['건강', '중년', '발레', '교실', '실버스', '완']"
31624746,[건강]몸과 마음 건강챙기기 '50+필라테스'(2기), 건강 몸과 마음 건강챙기기    필라테스    ,"['건강', '몸', '마음', '건강', '필라테스']","['건강', '몸', '마음', '건강', '필라테스']"
31628397,[소양]국민연금공단 연계 강동50더하기학교 '재취업VS창업', 소양 국민연금공단 연계 강동 더하기학교  재취업VS창업 ,"['소양', '국민연금', '공단', '계', '강동', '더하기', '학교', '재', '취업', '창업']","['소양', '국민연금', '공단', '연계', '학교', '재취업', '창업']"
31628361,"[여가]스마트폰 사진 & 동영상 촬영, 편집하기(중급)", 여가 스마트폰 사진   동영상 촬영  편집하기 ,"['여가', '스마트폰', '사진', '동영상', '촬영', '편집']","['여', '스마트폰', '사진', '동영상', '촬영', '편집']"
31628302,[여가]하울의 움직이는 여행드로잉 화실, 여가 하울의 움직이는 여행드로잉 화실,"['여가', '하울', '여행', '드로잉', '화실']","['여', '하울', '여행', '드로잉', '실']"
31624955,"[여가]마음을 담은 연필, 색연필화", 여가 마음을 담은 연필  색연필화,"['여가', '마음', '연필', '색연필']","['여', '마음', '연필', '색연필']"
32120965,[활동가양성]50+ 전자책 출간 작가 양성, 활동가양성    전자책 출간 작가 양성,"['활동가', '양성', '전자책', '간', '작가', '양성']","['활동가', '양성', '전자책', '출간', '작가', '양성']"
31958187,[맞춤형 일자리]창의융합메이커코딩 전문강사 양성, 맞춤형 일자리 창의융합메이커코딩 전문강사 양성,"['맞춤', '일자리', '창의', '융합', '메이커', '코딩', '전문', '강사', '양성']","['맞춤', '일자리', '창', '융합', '메이커', '코딩', '전문', '강사', '양성']"
31179783,홈페이지형 블로그 만들기,홈페이지형 블로그 만들기,"['홈페이지', '블로그', '만들기']","['홈페이지', '블로그']"
31931997,[인생설계] 알쓸금잡 ? 행복한 노후설계를 위한 실용금융 -, 인생설계  알쓸금잡   행복한 노후설계를 위한 실용금융  ,"['인생', '설계', '알', '금잡', '노후', '설계', '위', '실용', '금융']","['인생', '설계', '알', '금', '행복', '노후', '설계', '실용', '금융']"
31178614,유튜브 크리에이터 첫걸음,유튜브 크리에이터 첫걸음,"['유튜브', '크리에이터', '첫걸음']","['유튜브', '크리에이터', '걸음']"
31927871,[인생설계] 한 달의 기적 -바리스타 체험 3차-, 인생설계  한 달의 기적  바리스타 체험   ,"['인생', '설계', '달', '기적', '바리스타', '체험']","['인생', '설계', '달', '기적', '바리스타', '체험']"
31169755,수익형 인스타그램 구축하기(3단계),수익형 인스타그램 구축하기   ,"['수익', '인스타그램', '구축']","['수익', '스타', '그램', '구축']"
31951016,[당사자] 붓펜 캘리그래피, 당사자  붓펜 캘리그래피,"['당사자', '붓펜', '캘리그래피']","['당사자', '붓', '펜', '캘리', '그래피']"
31931552,"[인생설계] 똑!dog하개 - 반려동물 문화교육, 펫시터 입문 프로그램 -", 인생설계  똑 dog하개   반려동물 문화교육  펫시터 입문 프로그램  ,"['인생', '설계', '똑', '개', '반려동물', '문화', '교육', '펫시터', '입문', '프로그램']","['인생', '설계', '개', '반려', '동물', '문화', '교육', '펫', '시터', '입문', '프로그램']"
31947393,[당사자] 원스텝 바리스타, 당사자  원스텝 바리스타,"['당사자', '스텝', '바리스타']","['당사자', '원스텝', '바리스타']"
31930712,[인생설계] 맛!남의 광장 -집에서 하는 세계요리 여행-, 인생설계  맛 남의 광장  집에서 하는 세계요리 여행 ,"['인생', '설계', '맛', '남', '광장', '집', '세계', '요리', '여행']","['인생', '설계', '맛', '남', '광장', '집', '세계', '요리', '여행']"
31179855,MZ뺨치는 인스타그램 감성 콘텐츠 제작과정,MZ뺨치는 인스타그램 감성 콘텐츠 제작과정,"['뺨', '인스타그램', '감성', '콘텐츠', '제작', '과정']","['인', '스타', '그램', '감성', '콘텐츠', '제작', '과정']"
31976549,[당사자] 신중년도 사진작가 될 수 있다, 당사자  신중년도 사진작가 될 수 있다,"['당사자', '신중', '년도', '사진작가', '수']","['당사자', '중년', '사진', '작가', '수']"
31975904,[당사자] 4차 산업혁명시대 창의 UP! 논리 UP! 코딩 걸음마 떼기, 당사자    산업혁명시대 창의 UP  논리 UP  코딩 걸음마 떼기,"['당사자', '산업혁명', '시대', '창의', '논리', '코딩', '걸음', '마']","['당사자', '산업', '혁명', '시대', '창의', '논리', '코딩', '걸음마']"
31975656,[당사자] 흙과 함께하는 힐링 도예 수업, 당사자  흙과 함께하는 힐링 도예 수업,"['당사자', '흙', '힐링', '도예', '수업']","['당사자', '흙', '힐링', '수업']"
31943924,[당사자] 제로웨이스트, 당사자  제로웨이스트,"['당사자', '제로', '웨', '이스트']","['당사자', '웨이스트']"
31179958,예비 인플루언서를 위한 인스타그램 활용과정,예비 인플루언서를 위한 인스타그램 활용과정,"['예비', '인', '플루', '를', '위', '인스타그램', '활용', '과정']","['예비', '플', '언서', '인', '스타', '그램', '활용', '과정']"
31170592,수익형 숏폼 구축하기(3단계),수익형 숏폼 구축하기   ,"['수익', '숏폼', '구축']","['수익', '숏', '폼', '구축']"
31170818,수익형 블로그 구축하기(3단계),수익형 블로그 구축하기   ,"['수익', '블로그', '구축']","['수익', '블로그', '구축']"
31942937,[당사자] 간단한 손바느질로 만드는 나만의 카드지갑, 당사자  간단한 손바느질로 만드는 나만의 카드지갑,"['당사자', '손바느질', '나', '카드', '지갑']","['당사자', '손', '바느질', '나만', '카드', '지갑']"
31949960,[당사자] 50+공감이음 시민활동가, 당사자    공감이음 시민활동가,"['당사자', '공감', '이음', '시민', '활동가']","['당사자', '공감', '시민', '활동가']"
31180333,국민포털 네이버로 스마트워크,국민포털 네이버로 스마트워크,"['국민', '포털', '네이버', '스마트워크']","['국민', '포털', '네이버', '스마트', '워크']"
31929455,"[일활동] Why? Wine  - 소믈리에 입문, 와인에 빠져보기 -", 일활동  Why  Wine    소믈리에 입문  와인에 빠져보기  ,"['활동', '소믈리에', '입문', '와인', '보기']","['일', '활동', '소믈리에', '입문', '와인']"
31976336,[당사자] 林과 함께 놀멍 쉬멍, 당사자   과 함께 놀멍 쉬멍,"['당사자', '과', '놀멍', '쉬멍']",['당사자']
32281260,[50+당사자] 치매를 알면 노년이 행복해요,   당사자  치매를 알면 노년이 행복해요,"['당사자', '치매', '알', '노년']","['당사자', '치매', '노년', '행복']"
32280527,"[50+당사자] 한국과 중국간 교류의 역사, 그 속의 재미있는 이야기들(온라인)",   당사자  한국과 중국간 교류의 역사  그 속의 재미있는 이야기들 ,"['당사자', '한국', '중국', '교류', '역사', '그', '속', '이야기']","['당사자', '한국', '중국', '간', '교류', '역사', '속', '재미', '이야기']"
31992953,웹포토샵으로 가족&여행앨범 만들기 (ft.픽슬러),웹포토샵으로 가족 여행앨범 만들기  ft 픽슬러 ,"['웹', '포토샵', '가족', '여행', '앨범', '만들기', '픽슬러']","['웹', '포토샵', '가족', '여행', '앨범']"
31992102,"내 컴퓨터 관리 기본&활용(컴퓨터, 스마트폰)",내 컴퓨터 관리 기본 활용 컴퓨터  스마트폰 ,"['내', '컴퓨터', '관리', '기본', '활용', '컴퓨터', '스마트폰']","['내', '컴퓨터', '관리', '기본', '활용', '컴퓨터', '스마트폰']"
32279831,[50+당사자] 스마트폰과 함께하는 생활 속 AI,   당사자  스마트폰과 함께하는 생활 속 AI,"['당사자', '스마트폰', '생활', '속']","['당사자', '스마트폰', '생활', '속']"
32269571,[자격증취득과정] 놀이돌봄 전문과정, 자격증취득과정  놀이돌봄 전문과정,"['자격증', '취득', '과정', '놀이', '전문', '과정']","['자격증', '취득', '과정', '놀이', '전문', '과정']"
32267367,[자격증취득과정] 라탄공예 자격증 3급, 자격증취득과정  라탄공예 자격증  ,"['자격증', '취득', '과정', '공예', '자격증']","['자격증', '취득', '과정', '라탄', '공예', '자격증']"
31991286,[원데이클래스] 가족과 함께 즐기는 포켓몬 카드게임, 원데이클래스  가족과 함께 즐기는 포켓몬 카드게임,"['원데이', '클래스', '가족', '포켓몬', '카드게임']","['원', '데이', '클래스', '가족', '포켓몬', '카드', '게임']"
31989583,'내 몸의 건강지도' 혈을 다스리면 건강이 보인다(기초반), 내 몸의 건강지도  혈을 다스리면 건강이 보인다 ,"['내', '몸', '건강', '지도', '혈', '건강']","['내', '몸', '건강', '지도', '혈', '건강']"
32258179,[취업준비교실] 탁월한 강사를 향한 첫걸음, 취업준비교실  탁월한 강사를 향한 첫걸음,"['취업', '준비', '교실', '강사', '향', '첫걸음']","['취업', '준비', '교실', '강사', '걸음']"
32257472,[자격증취득과정] 정리수납전문가 2급, 자격증취득과정  정리수납전문가  ,"['자격증', '취득', '과정', '정리', '수납', '전문가']","['자격증', '취득', '과정', '정리', '수납', '전문가']"
32256392,[도시농부양성과정] 관심식물 수경재배로 기르기, 도시농부양성과정  관심식물 수경재배로 기르기,"['도시', '농부', '양성', '과정', '관심', '식물', '수경재배']","['도시', '농부', '양성', '과정', '관심', '식물', '수경', '재배']"
32255519,[자격증취득과정] 실내식물관리사 2급, 자격증취득과정  실내식물관리사  ,"['자격증', '취득', '과정', '실내', '식물', '관리사']","['자격증', '취득', '과정', '실내', '식물', '관리사']"
32344879,[50+취미] 여행작가에게 듣고 배우는 '랜선으로 떠나는 자유여행',   취미  여행작가에게 듣고 배우는  랜선으로 떠나는 자유여행 ,"['취미', '여행', '작가', '랜선', '자유여행']","['취미', '여행', '작가', '랜', '선', '자유', '여행']"
32313437,"[자원순환활동가양성과정] 숲에서 놀자, 웃자, 걷자", 자원순환활동가양성과정  숲에서 놀자  웃자  걷자,"['자원', '순환', '활동가', '양성', '과정', '숲']","['자원', '순환', '활동가', '양성', '과정', '숲']"
32139927,[원데이클래스] 죽향 및 백플로우 인센스 만들기, 원데이클래스  죽향 및 백플로우 인센스 만들기,"['원데이', '클래스', '죽향', '및', '플로우', '인', '센스', '만들기']","['원', '데이', '클래스', '죽향', '백', '플로우', '센스']"
32357699,[50+자기이해] 내곡도서관 추천에세이 북토크! '사람을 배우다',   자기이해  내곡도서관 추천에세이 북토크   사람을 배우다 ,"['자기', '이해', '내곡', '도서관', '추천', '에세이', '북', '토크', '사람']","['자기', '이해', '내곡', '도서관', '추천', '세이', '북', '토크', '사람']"
32140331,[원데이클래스] 허브를 활용한 스머지 스틱 만들기, 원데이클래스  허브를 활용한 스머지 스틱 만들기,"['원데이', '클래스', '허브', '활용', '스머지', '스틱', '만들기']","['원', '데이', '클래스', '허브', '활용', '스머지', '스틱']"
32081756,와인소믈리에 심화반,와인소믈리에 심화반,"['와인', '소믈리에', '심화', '반']","['와인', '소믈리에', '심화', '반']"
32081587,건강식 조리사(대사증후군 관리식단),건강식 조리사 대사증후군 관리식단 ,"['건강', '조리사', '대사', '증후군', '관리', '식단']","['건강식', '조리사', '대사', '증후군', '관리', '식단']"
32081575,우드어스와 함께하는 원목공예,우드어스와 함께하는 원목공예,"['우드', '어스', '원목', '공예']","['우드', '어스', '원목', '공예']"
32081830,힐링 플루트 교실,힐링 플루트 교실,"['힐링', '플루트', '교실']","['힐링', '플루트', '교실']"
32081817,실전 일본어,실전 일본어,"['실전', '일본어']","['실전', '일본어']"
32081812,노래로 배우는 어쿠스틱 기타,노래로 배우는 어쿠스틱 기타,"['노래', '어쿠스틱', '기타']","['노래', '어쿠스틱', '기타']"
32081806,아는만큼 보이는 현대미술,아는만큼 보이는 현대미술,"['현대', '미술']","['만큼', '현대', '미술']"
32081799,베이직 드럼 취미반,베이직 드럼 취미반,"['베이직', '드럼', '취미', '반']","['베이직', '드럼', '취미', '반']"
32081795,우쿨렐레 클래스,우쿨렐레 클래스,"['우쿨렐레', '클래스']","['우쿨렐레', '클래스']"
32081765,함께 배우는 대금의 소리,함께 배우는 대금의 소리,"['대금', '소리']","['대금', '소리']"
32081760,(원데이) 이야기가 있는 성동 봄길 산책,  이야기가 있는 성동 봄길 산책,"['이야기', '성동', '산책']","['이야기', '성동', '봄', '길', '산책']"
32344457,[50+스마트] 내가 조종하는 미니로봇! '블록코딩 체험과정',   스마트  내가 조종하는 미니로봇   블록코딩 체험과정 ,"['스마트', '내', '조종', '미니', '로봇', '블록', '코딩', '체험', '과정']","['스마트', '내', '조종', '미니', '봇', '블록', '코딩', '체험', '과정']"
32344413,[50+스마트] 여행지 인증샷 필수 아이템! '여행 토퍼를 만들어 보자!',   스마트  여행지 인증샷 필수 아이템   여행 토퍼를 만들어 보자  ,"['스마트', '여행지', '인증샷', '필수', '아이템', '여행', '토퍼']","['스마트', '여행지', '인증', '샷', '필수', '아이템', '여행', '토퍼']"
32344204,[50+건강] 내 몸의 신체밸런스를 지키는 '금요 건강 요가',   건강  내 몸의 신체밸런스를 지키는  금요 건강 요가 ,"['건강', '내', '몸', '신체', '밸런스', '금', '건강', '요가']","['건강', '내', '몸', '신체', '밸런스', '금요', '건강', '요가']"
32343513,"[50+취미] 명화들이 숨쉬는 곳, '런던 내셔널 갤러리로 떠나는 예술여행'",   취미  명화들이 숨쉬는 곳   런던 내셔널 갤러리로 떠나는 예술여행 ,"['취미', '명화', '곳', '런던', '내셔널', '갤러리', '예술', '여행']","['취미', '명화', '곳', '런던', '내셔널', '갤러리', '예술', '여행']"
32343285,"[50+취미] 금요일 밤 즐기는 칵테일 클래스! '새콤달콤, 상큼한 칵테일'편",   취미    밤 즐기는 칵테일 클래스   새콤달콤  상큼한 칵테일 편,"['취미', '밤', '칵테일', '클래스', '콤달콤', '상큼', '칵테일', '편']","['취미', '밤', '칵테일', '클래스', '칵테일', '편']"
32343212,[50+취미] 금요일 밤 즐기는 칵테일 클래스! '위스키로 만드는 칵테일'편,   취미    밤 즐기는 칵테일 클래스   위스키로 만드는 칵테일 편,"['취미', '밤', '칵테일', '클래스', '위스키', '칵테일', '편']","['취미', '밤', '칵테일', '클래스', '위스키', '칵테일', '편']"
32342944,[50+재무] 인생 후반 필수 재무지식! '사례로 보는 연금 활용법',   재무  인생 후반 필수 재무지식   사례로 보는 연금 활용법 ,"['재무', '인생', '후반', '필수', '재무', '지식', '사례', '연금', '활용', '법']","['재무', '인생', '후반', '필수', '재무', '지식', '사례', '연금', '활용', '법']"
32342112,[50+스마트] 책을 똑똑하고 빠르게 읽는 방법! '스마트폰으로 무료 전자책 읽고 듣기',   스마트  책을 똑똑하고 빠르게 읽는 방법   스마트폰으로 무료 전자책 읽고 듣기 ,"['스마트', '책', '방법', '스마트폰', '무료', '전자책', '듣기']","['스마트', '책', '방법', '스마트폰', '무료', '전자책']"
32336063,[50+스마트] UV프린터로 나만의 굿즈를 만들어 보자!,   스마트  UV프린터로 나만의 굿즈를 만들어 보자 ,"['스마트', '프린터', '나', '굿', '를']","['스마트', '프린터', '나', '굿', '즈']"
32334070,[50+스마트] 내가 구현하는 가상세계! '메타버스 크리에이터 체험과정',   스마트  내가 구현하는 가상세계   메타버스 크리에이터 체험과정 ,"['스마트', '내', '구현', '가상세계', '메타', '버스', '크리에이터', '체험', '과정']","['스마트', '내', '구현', '가상', '세계', '메타', '버스', '크리에이터', '체험', '과정']"
32332888,50+법률,  법률,['법률'],['법률']
32332540,50+법률,  법률,['법률'],['법률']
32332255,50+법률,  법률,['법률'],['법률']
32107478,[원데이클래스] 가정의달 꽃바구니 만들기, 원데이클래스  가정의달 꽃바구니 만들기,"['원데이', '클래스', '가정', '달', '꽃바구니', '만들기']","['원', '데이', '클래스', '가정', '달', '꽃바구니']"
32109082,[자격증취득과정] 교육기능성보드게임 2급, 자격증취득과정  교육기능성보드게임  ,"['자격증', '취득', '과정', '교육', '기능', '보드게임']","['자격증', '취득', '과정', '교육', '기능', '보드게임']"
32344551,[50+스마트] 인공지능으로 콘텐츠 만들기! '챗GPT로 콘텐츠 제작 입문하기',   스마트  인공지능으로 콘텐츠 만들기   챗GPT로 콘텐츠 제작 입문하기 ,"['스마트', '인공', '지능', '콘텐츠', '만들기', '챗', '로', '콘텐츠', '제작', '입문']","['스마트', '인공지능', '콘텐츠', '챗', '콘텐츠', '제작', '입문']"
32081567,나도 정원사,나도 정원사,['정원사'],"['나', '정원사']"
32331752,50+법률,  법률,['법률'],['법률']
32081561,산림치유사의 함께하는 숲속 힐링교실,산림치유사의 함께하는 숲속 힐링교실,"['산림', '치유', '사의', '숲속', '힐링', '교실']","['산림', '유사', '숲', '속', '힐링', '교실']"
32081555,누구나 쉽게 따라하는 ChatGPT 200% 따라하기,누구나 쉽게 따라하는 ChatGPT    따라하기,['누구'],['누구']
32081536,"급변하는 금리, 내 재산 안전한가",급변하는 금리  내 재산 안전한가,"['급변', '금리', '내', '재산']","['급변', '금리', '내', '재산', '안전']"
32081680,귀농자격증 버섯종균기능사,귀농자격증 버섯종균기능사,"['귀농', '자격증', '버섯', '종균', '기능사']","['귀농', '자격증', '버섯', '종균', '기능사']"
32344732,[50+재무] 인생 후반 필수 재무지식! '연금과 세금의 모든 것',   재무  인생 후반 필수 재무지식   연금과 세금의 모든 것 ,"['재무', '인생', '후반', '필수', '재무', '지식', '연금', '세금', '모든', '것']","['재무', '인생', '후반', '필수', '재무', '지식', '연금', '세금', '것']"
32344778,[50+스마트] 문서작성 능력 쑥쑥! '한글 기초 익히기' (5월),   스마트  문서작성 능력 쑥쑥   한글 기초 익히기     ,"['스마트', '문서', '작성', '능력', '한글', '기초']","['스마트', '문서', '작성', '능력', '한글', '기초']"
32081595,1인가구 건강밥상을 위한 전자레인지 요리사 양성과정,1인가구 건강밥상을 위한 전자레인지 요리사 양성과정,"['인', '가구', '건강', '밥상', '위', '전자레인지', '요리사', '양성', '과정']","['건강', '밥상', '전자레인지', '요리사', '양성', '과정']"
32295982,바리스타2급 자격과정,바리스타  자격과정,"['바리스타', '자격', '과정']","['바리스타', '자격', '과정']"
32295718,블로그 글쓰기 : 클릭 수 부르는 SNS 글쓰기,블로그 글쓰기   클릭 수 부르는 SNS 글쓰기,"['블로그', '글쓰기', '클릭', '수', '글쓰기']","['블로그', '글쓰기', '클릭', '수', '글쓰기']"
32081606,[원데이클래스] 어버이날 특별한 선물 만들기 요리수업, 원데이클래스  어버이날 특별한 선물 만들기 요리수업,"['원데이', '클래스', '어버이날', '선물', '만들기', '요리', '수업']","['원', '데이', '클래스', '어버이날', '특별', '선물', '요리', '수업']"
32295456,진짜 홍대앞 사주 카페 사장님이 알려주는 [사주 명리 클래스],진짜 홍대앞 사주 카페 사장님이 알려주는  사주 명리 클래스 ,"['진짜', '홍대앞', '사주', '카페', '사장', '사주', '명리', '클래스']","['홍대앞', '사주', '카페', '사장', '사주', '명리', '클래스']"
32295098,[가정의 달] 수제 막걸리 빚어 온가족과 함께 나누기, 가정의 달  수제 막걸리 빚어 온가족과 함께 나누기,"['가정', '달', '수제', '막걸리', '빚', '가족', '나누기']","['가정', '달', '수제', '막걸리', '가족']"
32003215,내 손으로 만드는 보자기 포장법,내 손으로 만드는 보자기 포장법,"['내', '손', '보자기', '포장', '법']","['내', '손', '보자기', '포장', '법']"
32003103,[원데이클래스] 어린이날 버블풍선 만들기, 원데이클래스  어린이날 버블풍선 만들기,"['원데이', '클래스', '어린이날', '버블', '풍선', '만들기']","['원', '데이', '클래스', '어린이날', '버블', '풍선']"
31998166,행복한 노후설계를 위한 50+세대 실용금융,행복한 노후설계를 위한   세대 실용금융,"['노후', '설계', '위', '세대', '실용', '금융']","['행복', '노후', '설계', '세대', '실용', '금융']"
31998100,춤 테라피,춤 테라피,"['춤', '테라', '피']","['춤', '테라', '피']"
31998024,더 멋지게 찍는 스마트폰 사진,더 멋지게 찍는 스마트폰 사진,"['더', '스마트폰', '사진']","['스마트폰', '사진']"
31997925,내 인생의 볼륨을 높이는 ‘보이는 라디오 DJ’ 되기,내 인생의 볼륨을 높이는  보이는 라디오 DJ  되기,"['내', '인생', '볼륨', '라디오']","['내', '인생', '볼륨', '라디오']"
31997830,활용도 만점 엑셀 기초&활용,활용도 만점 엑셀 기초 활용,"['활용', '만점', '엑셀', '기초', '활용']","['활용', '만점', '엑셀', '기초', '활용']"
31997724,한글2022 재밌고 쉽게 배워보기,한글  재밌고 쉽게 배워보기,"['한글', '보기']",['한글']
31997569,무작정 따라하기! 스마트폰으로 만드는 나만의 디자인,무작정 따라하기  스마트폰으로 만드는 나만의 디자인,"['무작정', '스마트폰', '나', '디자인']","['스마트폰', '나만', '디자인']"
32127136,심리학박사와 함께 떠나는 마음여행 vol.3,심리학박사와 함께 떠나는 마음여행 vol 3,"['심리학', '박사', '마음', '여행']","['심리학', '박사', '마음', '여행']"
31995629,파워포인트 기초&활용,파워포인트 기초 활용,"['파워포인트', '기초', '활용']","['파워', '포인트', '기초', '활용']"
31994719,실무에 바로 쓰이는 엑셀 함수,실무에 바로 쓰이는 엑셀 함수,"['실무', '바로', '엑셀', '함수']","['실무', '엑셀', '함수']"
